calling,calories,heart_monitor,image,period_tracking,price,rating,sleep_tracking,step_counter,title,waterproof,amoled,bluetooth,sports_modes,touchscreen,brand,display_size,battery_days
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/q/v/-original-imahywudnnfshaw6.jpeg?q=70,0,1499,2.0,0,0,"boat wave sigma 3 w/ turn by turn navigation, 2.01"" scr...",0,0,0,0,0,2,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/q/c/-original-imah4d2zajcgrpgz.jpeg?q=70,0,1449,0.0,0,0,"boat storm call 3 plus w/ turn by turn navigation, qr t...",0,0,0,0,0,2,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/a/t/49-grey-h9-1-android-ios-techio-yes-original-imahagb3ys4zgzcy.jpeg?q=70,0,870,0.0,0,0,"melbon h9 bt calling, fitness tracking multiple watch ,...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/u/q/-original-imahgesvuqnfzdgd.jpeg?q=70,0,1999,1.8,0,0,"redmi watch move 1.85 premium amoled,14 day battery,bes...",0,1,0,0,0,0,1.8,14
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/r/e/-original-imahejynxzgasxgv.jpeg?q=70,0,1199,1.3,0,0,"goboult dire 1.38'' 2.5d hd display, 500nits brightness...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/p/i/-original-imahfmpusybpxr9x.jpeg?q=70,0,2099,1.9,0,0,fastrack revoltt pro-1.97'' super amoled display|aod|wo...,0,1,0,0,0,4,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/d/u/49-h16-black-android-ios-gamesir-yes-original-imah879n7zacp9xy.jpeg?q=70,0,889,2.0,0,0,"gamesir newly launched h16 2.0"" square dial watch, full...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/b/t/-original-imahh6z3tkgp2trf.jpeg?q=70,0,1199,1.8,0,0,fire-boltt rise phantom 1.85 display transparent clear ...,0,0,0,0,0,3,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/q/g/b/51-05-bsw127-android-ios-fire-boltt-yes-original-imah8bezzqhnsczt.jpeg?q=70,0,1099,1.1,0,0,fire-boltt 51.1mm (2.01) hd display buetooth calling wi...,0,0,0,0,0,3,51.1,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/q/f/37-084-wrb-sw-vortexplus-mtl-slvr-slvr-android-ios-noise-yes-original-imah889n7jjhnufd.jpeg?q=70,0,2499,1.4,0,0,"noise vortex plus, 1.46'' amoled display, bt calling, s...",0,1,0,0,0,1,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/b/t/44-edge-light-silicon-black-android-ios-gamesir-yes-original-imahmm49nt8tvxgu.jpeg?q=70,0,859,1.9,0,0,"gamesir edge-lite | 1.99 "" amoled display | bt calling ...",0,1,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/8/2/g/-original-imahfmpucmnrsj8j.jpeg?q=70,0,2099,1.9,0,0,fastrack revoltt pro-1.97'' super amoled display|aod|wo...,0,1,0,0,0,4,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/s/p/-original-imahfmpuzzq4yt8m.jpeg?q=70,0,1599,2.0,0,0,fastrack revolt fs1+ 2.01inch biggest ultravu display|i...,0,0,0,0,0,4,2.01,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/0/k/-original-imahywudxzjynuf9.jpeg?q=70,0,1499,2.0,0,0,"boat wave sigma 3 w/ turn by turn navigation, 2.01"" scr...",0,0,0,0,0,2,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/c/v/-original-imahchsyvbmkamue.jpeg?q=70,0,1399,1.8,0,0,"noise icon 2 2025 - 1.81"" display, 500 nits brightnessb...",0,0,0,0,0,1,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/h/6/-original-imahchsyh9crexcq.jpeg?q=70,0,1399,1.8,0,0,"noise icon 2 2025 - 1.81"" display, 500 nits brightnessb...",0,0,0,0,0,1,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/m/d/-original-imahm797rzfjhr5y.jpeg?q=70,0,2999,1.4,0,0,"boat ultima aeris 1.43""amoled, 1000 nits,slim 8mm metal...",0,1,0,0,0,2,8.0,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/3/r/46-99-bxio2003-bxsm2003-bxsm2001-android-ios-beatxp-yes-original-imagyhzp6sx5wfzc.jpeg?q=70,0,1999,1.8,0,0,"beatxp marv neo 1.85'' hd display bluetooth calling , h...",0,0,1,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/w/1/-original-imah5asakrf95vjr.jpeg?q=70,0,11999,0.0,0,0,"samsung galaxy watch fe, 40mm bt, sapphire crystal disp...",0,0,0,0,0,0,40.0,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/m/9/49-78-d395-android-ios-cmf-by-nothing-yes-original-imagtngg4ggknf5f.jpeg?q=70,0,3999,1.9,0,0,"cmf by nothing watch pro, 1.96 amoled display, bt calli...",0,1,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/7/h/-original-imahf8hrgryegjng.jpeg?q=70,0,1499,1.3,0,0,"boat lunar discovery pro, 1.39""display, premium metal b...",0,0,0,0,0,2,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/8/t/-original-imah5hztanu9zpxg.jpeg?q=70,0,2499,1.4,0,0,fastrack optimus2 pro-1.43'' amoled|advanced blazing fa...,0,1,0,0,0,4,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/3/5/-original-imahfjpctfgsbwvg.jpeg?q=70,0,2199,1.3,0,0,"noise force 2 sporty rugged, 1.39"" truview display, bt ...",0,0,0,0,0,1,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/x/l/-original-imah9hpwcbym5fwg.jpeg?q=70,0,2499,1.4,0,0,"prowatch x, 1.43"" amoled, body energy, hrv, vo2 max, go...",0,1,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/q/i/-original-imahfjpcdmnr9kpd.jpeg?q=70,0,2199,1.3,0,0,"noise force 2 sporty rugged, 1.39"" truview display, bt ...",0,0,0,0,0,1,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/a/a/-original-imah76ca86nsyxch.jpeg?q=70,0,1899,1.3,0,0,"noise crew go with 1.39"" display, bt calling with metal...",0,0,0,0,0,1,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/9/q/t/37-084-wrb-sw-evolve4-mtl-blu-blu-android-ios-noise-yes-original-imahg5uuhhgfyjd2.jpeg?q=70,0,3499,1.4,0,0,noise evolve 4 1.46 amoled always on display with premi...,0,1,0,0,0,1,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/2/f/-original-imaha8kabchjfqhe.jpeg?q=70,0,1099,6.5,0,0,fire-boltt ninja calling pro plus 46.5mm (1.83) display...,0,0,0,0,0,3,46.5,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/q/b/-original-imahh6z2uqwjsy5x.jpeg?q=70,0,1199,1.8,0,0,fire-boltt rise phantom 1.85 display transparent clear ...,0,0,0,0,0,3,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/q/4/49-h9-maroon-starp-golden-dial-android-ios-melbon-yes-original-imahgfmbuxfczcqd.jpeg?q=70,0,900,2.0,0,0,"melbon lumina 2.01 amoled display, smart health, music,...",0,1,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/u/x/-original-imahaxzacqcytdbj.jpeg?q=70,0,1899,1.3,0,0,fire-boltt brillia pro 51.3mm (2.02) largest amoled dis...,0,1,0,0,0,3,51.3,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/h/s/-original-imah7n9sxcfdxz7g.jpeg?q=70,0,2999,0.0,0,0,boat enigma gem women's luxury watch w/ sos location tr...,0,0,0,0,0,2,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/m/n/-original-imah4nb2aayyzbzy.jpeg?q=70,0,3099,5.1,0,0,"boat ultima regal w/ 5.1cm(2.01"") amoled display,functi...",0,1,0,0,0,2,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/k/2/-original-imahcf2vffg6frwq.jpeg?q=70,0,1099,5.3,0,0,fire-boltt talk 35.3mm (1.39) bluetooth calling with sp...,0,0,1,0,0,3,35.3,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/z/i/-original-imah5hztsdfatkae.jpeg?q=70,0,2499,1.4,0,0,fastrack optimus2 pro-1.43'' amoled|advanced blazing fa...,0,1,0,0,0,4,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/x/u/-original-imahamwyrynbz4gn.jpeg?q=70,0,1499,0.0,0,0,"boat storm infinity, 15 days huge battery(550 mah), fas...",0,0,0,0,0,2,1.8,15
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/4/i/-original-imah4fzsmnzqhbh9.jpeg?q=70,0,2699,0.0,0,0,"redmi watch 5 active bt calling 3 mic,2""hd screen,18 da...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/n/h/-original-imahaxzax44dmsr2.jpeg?q=70,0,1899,1.3,0,0,fire-boltt brillia pro 51.3mm (2.02) largest amoled dis...,0,1,0,0,0,3,51.3,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/u/z/39-i8-pink-a1-69-android-ios-gamesir-yes-original-imahktgyfpz5mphn.jpeg?q=70,0,691,1.7,0,0,gamesir i8 pink-a1 full screen touch watch specially ma...,0,0,0,0,1,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/l/m/-original-imah4nbw2zharxyf.jpeg?q=70,0,2499,1.8,0,0,fastrack revoltt fs1-1.85''|advanced blazing fast ui|wo...,0,0,0,0,0,4,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/u/3/-original-imahg3xtvxbftzb5.jpeg?q=70,0,6499,0.0,0,0,"noise explorer 2 for kids 2-way video & voice calling, ...",0,0,0,0,0,1,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/m/y/-original-imahfh4eyd4dckp2.jpeg?q=70,0,2499,1.4,0,0,"noise origin 1.46"" amoled display with all new nebula u...",0,1,0,0,0,1,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/c/h/-original-imahm5csvcq8vwe8.jpeg?q=70,0,2499,1.4,0,0,fire-boltt legacy nova 1.43 inch ultra slim amoled wire...,0,1,0,0,0,3,1.43,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/n/v/-original-imagn8t3fxqfpqdg.jpeg?q=70,0,1299,1.8,0,0,"alt lit, 1.85 hddisplay, bt calling, 7 day battery, ai ...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/8/n/p/-original-imahfyzgjqevukhm.jpeg?q=70,0,1499,2.0,0,0,"noise icon arc 2.01"" immersive curved display, 10 days ...",0,0,0,0,0,1,1.8,10
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/n/j/-original-imahjkzuypzhdyss.jpeg?q=70,0,1099,5.3,0,0,fire-boltt ninja talk 35.3mm (1.39) round bluetooth cal...,0,0,1,0,0,3,35.3,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/l/t/-original-imahgesvzew3eeen.jpeg?q=70,0,1999,1.8,0,0,bestseller,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/e/t/-original-imahgesvxrpfhymk.jpeg?q=70,0,1999,1.8,0,0,"redmi watch move 1.85 premium amoled,14 day battery,bes...",0,1,0,0,0,0,1.8,14
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/5/n/-original-imahejynzhmffghm.jpeg?q=70,0,1899,1.3,0,0,"goboult thrux 1.39'' hd screen, gps tracker, working cr...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/t/s/-original-imahfmpuaj263bsd.jpeg?q=70,0,2099,1.9,0,0,fastrack pro-1.97'' super amoled display|aod|working cr...,0,1,0,0,0,4,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/t/o/49-fl-t800-grey-fg-69-android-ios-punnkfunnk-yes-original-imahayshehgrmjqg.jpeg?q=70,0,679,3.5,0,0,punnkfunnk t800 ultra series 8 smart watch with ai assi...,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/o/p/49-a1a2a42-android-ios-rama-no-original-imahhn35hkanf4z8.jpeg?q=70,0,677,0.0,0,0,neel traders t800 ultra smartwatch series 8 with blueto...,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/9/i/-original-imah4nbw8kxky93h.jpeg?q=70,0,3299,1.9,0,0,fastrack revoltt fs2pro-1.96''|super amoled curved|prem...,0,1,0,0,0,4,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/h/7/-original-imagvpakfvggsgg5.jpeg?q=70,0,1399,1.8,0,0,fastrack revoltt fs1-1.83''|bt calling|fast charge|110+...,0,0,0,0,0,4,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/j/k/-original-imagx8ncm5ra8nmg.jpeg?q=70,0,1499,1.3,0,0,fastrack revoltt xr1-1.38|bt calling|fast charge|100+ s...,0,0,0,0,0,4,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/k77xx8w0/smartwatch/b/w/b/smart-plus-buyroyal-original-imafpgjeax3tcgwh.jpeg?q=70,0,740,3.6,0,0,prixy advance health band id116 smartwatch,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/r/a/-original-imahf8mtuxtbvfz7.jpeg?q=70,0,1299,2.0,0,0,"goboult trail 2.01'' 3d curved hd display, working crow...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/p/w/-original-imahcvwgpsv8hhzp.jpeg?q=70,0,1999,1.8,0,0,"redmi watch move 1.85 premium amoled,14 day battery,bes...",0,1,0,0,0,0,1.8,14
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/g/x/35-306-wrb-sw-twistgo-std-blk-blk-android-ios-noise-yes-original-imah889zcdzvzcuf.jpeg?q=70,0,1599,1.3,0,0,"noise twist go 1.39'' display, bluetooth calling, metal...",0,0,1,0,0,1,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/4/s/-original-imahkew5kzgexr6n.jpeg?q=70,0,1999,1.4,0,0,"goboult crown r pro 1.43''hd amoled display, bt calling...",0,1,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/v/7/-original-imah76jhgpcaktrv.jpeg?q=70,0,1499,1.8,0,0,noise colorfit icon 2 1.8'' display with bluetooth call...,0,0,1,0,0,1,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/9/r/53-34-activv10-android-ios-sparkplug-yes-original-imahmbrz68zpg65x.jpeg?q=70,0,1289,0.0,0,0,sparkplug digital active round smart multiple sports mo...,0,0,0,1,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/v/q/49-edge-lite-pink-007-android-ios-qamanta-yes-original-imahgx3yjzfxgsad.jpeg?q=70,0,862,1.9,0,0,"punnkfunnk edge-lite | 1.99 "" amoled display | bt calli...",0,1,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/e/w/-original-imahhbyfffkwkram.jpeg?q=70,0,1499,2.0,0,0,"boat wave sigma 3 curv, 2.01"" immersive curved display,...",0,0,0,0,0,2,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/k7dnonk0/smartwatch/g/k/5/tracker-116-tiswaq-original-imafpmnmg7nctsyk.jpeg?q=70,0,499,3.2,0,0,prixy id-116 fitness frequency monitor band smartwatch,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/m/q/-original-imah5hztgfqkfwb9.jpeg?q=70,0,2499,1.4,0,0,fastrack optimus2 pro-1.43'' amoled|advanced blazing fa...,0,1,0,0,0,4,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/3/r/36-32-90197am01-android-ios-titan-yes-original-imaguzz6b9ehehvu.jpeg?q=70,0,5399,1.4,0,0,titan crest-1.43''|premium design|amoled|aod|working cr...,0,1,0,0,0,0,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/k/r/51-05-bsw127-android-ios-fire-boltt-yes-original-imah8bfgyjnh6wkd.jpeg?q=70,0,1099,2.0,0,0,"fire-boltt hunter pro 2.01"" hd display buetooth calling...",0,0,0,0,0,3,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/8/1/l/-original-imah4edd7hhah6eu.jpeg?q=70,0,1399,3.0,0,0,fire-boltt hurricane 33.02mm (1.3) curved glass display...,0,0,0,0,0,3,33.02,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/w/6/-original-imaheeb4qgjf4fpa.jpeg?q=70,0,1199,4.1,0,0,"goboult drift bt calling hd display, 140+ watchface, bt...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/y/b/-original-imahbx9meutfyg7e.jpeg?q=70,0,899,2.0,0,0,"cellecor e5 connect 2.01"" ips hd display | 700 nits | b...",0,0,0,0,0,0,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/9/a/w/32-t500-bluetooth-calling-function-smartwatch-fitness-outdoor-original-imahyx5fy9eh7agw.jpeg?q=70,0,609,3.5,0,0,techelectro t500 smart watch with smart calling feature...,0,0,0,0,0,0,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/z/m/-original-imahejyngfr5vjfw.jpeg?q=70,0,1999,1.4,0,0,"goboult crown r pro 1.43''hd amoled, bt calling, zinc a...",0,1,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/2/m/49-a1a1a48-android-ios-rama-no-original-imahhn35cdfpjzkt.jpeg?q=70,0,677,0.0,0,0,neel traders t800 ultra smartwatch series 8 with blueto...,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/i/r/49-a1a2a6-android-ios-rama-no-original-imahhn35zdezgeys.jpeg?q=70,0,677,0.0,0,0,neel traders t800 ultra smartwatch series 8 with blueto...,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/l/i/49-a1a1a95-android-ios-rama-no-original-imahhn35prgryhut.jpeg?q=70,0,677,0.0,0,0,neel traders t800 ultra smartwatch series 8 with blueto...,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/q/l/53-34-smart11-android-ios-sparkplug-yes-original-imahm49gwjbav2st.jpeg?q=70,0,814,0.0,0,0,sparkplug digital smart multiple sports modes wrist wat...,0,0,0,1,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/m/6/53-34-smart12-android-ios-sparkplug-yes-original-imahm49kykfh6ghk.jpeg?q=70,0,801,0.0,0,0,sparkplug digital smart multiple sports modes wrist wat...,0,0,0,1,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/q/l/53-34-smart07-android-ios-sparkplug-yes-original-imahm49behgmzttx.jpeg?q=70,0,814,0.0,0,0,sparkplug digital smart multiple sports modes wrist wat...,0,0,0,1,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/o/6/53-34-smart05-android-ios-sparkplug-yes-original-imahm499zurzhmab.jpeg?q=70,0,814,0.0,0,0,sparkplug digital smart multiple sports modes wrist wat...,0,0,0,1,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/c/r/53-34-smart03-android-ios-sparkplug-yes-original-imahm494gxcmnkcf.jpeg?q=70,0,801,0.0,0,0,sparkplug digital smart multiple sports modes wrist wat...,0,0,0,1,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/d/k/53-34-smart01-android-ios-sparkplug-yes-original-imahm49ybftdapzd.jpeg?q=70,0,809,0.0,0,0,sparkplug digital smart multiple sports modes wrist wat...,0,0,0,1,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/h/4/53-34-activv08-android-ios-sparkplug-yes-original-imahmbrzke3cvgcp.jpeg?q=70,0,1295,0.0,0,0,sparkplug digital active round smart multiple sports mo...,0,0,0,1,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/kr83ukw0/screen-guard/impossible-screen-guard/e/u/p/tujmj-twenteesky-original-imag5fj8zzahw5ww.jpeg?q=70,0,646,3.2,0,0,fusion tech id 116 smartwatch,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/kc6jyq80/smartwatch/b/x/9/smart-watch-smart-bracelet-unisex-android-ios-xhaiden-original-imaftdcue6pmz2fq.jpeg?q=70,0,704,3.2,0,0,fusion tech id 116 smartwatch,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/1/n/-original-imahaus3cdadvdnf.jpeg?q=70,0,1099,5.3,0,0,fire-boltt ninja talk 35.3mm (1.39) round bluetooth cal...,0,0,1,0,0,3,35.3,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/o/v/-original-imahh3p8avdzeyea.jpeg?q=70,0,1099,6.5,0,0,fire-boltt ninja calling pro plus 46.5mm (1.83) display...,0,0,0,0,0,3,46.5,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/p/r/-original-imahjpzqhzavjfra.jpeg?q=70,0,1099,1.8,0,0,fire-boltt rise bluetooth calling 47mm (1.85) & rotatin...,0,0,1,0,0,3,47.0,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/m/e/49-h9-grey-79-android-ios-gamesir-yes-original-imahm5g7sxw6bdk8.jpeg?q=70,0,895,3.8,0,0,"gamesir h9 grey smartwatch with bluetooth, fitness & he...",0,0,1,0,0,0,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/e/y/49-t500-smart-watch-with-bluetooth-calling-fitness-tracker-steps-original-imahe3gy3wgrvt4v.jpeg?q=70,0,485,2.9,0,0,"rls t500 smart watch with bluetooth calling, fitness tr...",0,0,1,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/a/e/-original-imah4nbwu6xapqdx.jpeg?q=70,0,3299,1.9,0,0,fastrack revoltt fs2pro-1.96''|super amoled curved|prem...,0,1,0,0,0,4,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/a/n/49-h9-black-79-android-ios-gamesir-yes-original-imahm5hxcg5ewrwd.jpeg?q=70,0,895,3.6,0,0,"gamesir h9 black smartwatch with bluetooth, fitness & h...",0,0,1,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/b/n/-original-imahgpwfwkhjeybt.jpeg?q=70,0,1999,1.4,0,0,"fire-boltt axiom 1.43"" amoled display smartwatch bt cal...",0,1,0,0,0,3,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/m/q/50-sw-4hd-430bt-android-ios-fitric-yes-original-imahm7yphcd2qd3j.jpeg?q=70,0,1424,2.0,0,0,fitric bluetooth calling smart watch 2.0 hd display fit...,0,0,1,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/s/d/40-t500-metal-black-66-android-ios-punnkfunnk-yes-original-imahh5ssqwefpynq.jpeg?q=70,0,858,0.0,0,0,punnkfunnk t500 ultra metal black smartwatch with bluet...,0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/c/6/-original-imah35ypxjs3c8yb.jpeg?q=70,0,2799,1.4,0,0,"realme watch s2, 1.43"" amoled display, super ai engine ...",0,1,0,0,0,0,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/x/p/-original-imagvpakjgykcytm.jpeg?q=70,0,1399,1.8,0,0,fastrack revoltt fs1-1.83''|bt calling|fast charge|110+...,0,0,0,0,0,4,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/a/p/44-h9-black-x-1-android-ios-gamesir-yes-original-imah8ketaghamh4b.jpeg?q=70,0,862,3.9,0,0,"gamesir h9 bt-calling, music, sport, health & fitness, ...",0,0,0,0,0,0,1.8,7
1,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/z/k/-original-imah4fzwnbvctnnw.jpeg?q=70,0,2699,4.2,0,0,"redmi watch 5 active bt calling 3 mic,2""hd screen,18 da...",0,0,0,0,0,0,1.8,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/p/w/-original-imahgkauzgphfbkx.jpeg?q=70,0,1099,1.1,0,0,fire-boltt hunter 51.1mm (2.01) hd display bluetooth ca...,0,0,1,0,0,3,51.1,7
0,0,0,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/8/w/-original-imahfcz6tydrcwyh.jpeg?q=70,0,3999,1.9,0,0,fastrack discovery-1.96''|super amoled|in-built gps|vo2...,0,1,0,0,0,4,1.8,7
