calling,calories,heart_monitor,image,period_tracking,price,rating,sleep_tracking,step_counter,title,waterproof
Yes,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/i/y/49-h9-lumina-maroon-strap-watch-android-ios-qamanta-yes-original-imahgx3yjczryhfu.jpeg?q=70,No,₹879,1.9,No,No,"melbon h9 maroon | 1.99 "" amoled display | bt calling |...",No
Yes,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/l/f/49-h9-lumina-green-strap-watch-ios-thriftoria-enterprises-yes-original-imahm9rbtkvm38kc.jpeg?q=70,No,₹888,0,No,No,"melbon bluetooth calling smartwatch metal body, 120+ sp...",No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/w/j/44-trendy-latest-gen9-smartwatch-golden-pink-strap-hd-display-9-original-imah2u9dzggxn2an.jpeg?q=70,No,"₹1,251",0,No,No,"mynx trendy latest gen9 smartwatch, golden & pink strap...",No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/5/q/-original-imah4ghckzfa7xfu.jpeg?q=70,No,"₹3,499",1.1,No,No,noise grace women's collection 1.1 amoled display with ...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/r/i/x/1-99-android-ios-i20-ultra-8-watch-bluetooth-call-reteck-yes-original-imahfkfp7ugstzug.jpeg?q=70,No,₹830,0,No,No,pankaj enterprises new 2024 i20 ultra smart watch smart...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/9/o/49-gen-9-android-ios-ekam-trader-yes-original-imah9dqg5k6cxptx.jpeg?q=70,No,"₹1,244",0,No,No,ekam trader gen 9 smartwatch smartwatch,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/r/i/35-a-b-round-pink-active-2-android-ios-gamesir-yes-original-imahm5e6b6wrfy8g.jpeg?q=70,No,"₹1,349",0,No,No,"gamesir active 2 round stay connected with youtube, fac...",No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/9/0/49-gen-9-watch-enw-android-ios-oxilag-yes-original-imahcq3deccbzc3g.jpeg?q=70,No,₹983,0,No,No,oxilag stylish gen9 smart watch for women with two stra...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/l/f/49-gen9-android-ios-mvc-enterprise-yes-original-imahaqhzdxmyar9h.jpeg?q=70,No,"₹1,246",0,No,No,mvc enterprise gen9 smartwatch,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/7/y/35-e-9-round-grey-activ-2-android-ios-gamesir-yes-original-imahm2zzzxpyntd5.jpeg?q=70,No,"₹1,349",0,No,No,gamesir active 2 grey round stay connected with health ...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/4/p/g/44-i20-smart-watch-s8-4g-system-t800-ultra-gamming-earbuds-t6-original-imah4crcxnkbfugt.jpeg?q=70,No,₹761,0,No,No,k k enterprises i20 smart watch & s8 4g system t800 ult...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/r/i/x/1-99-android-ios-i20-ultra-8-watch-bluetooth-call-reteck-yes-original-imahfkfp7ugstzug.jpeg?q=70,No,₹756,0,No,No,vishaq i20 smart watch & s8 4g system t800 ultra & gamm...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/4/p/g/44-i20-smart-watch-s8-4g-system-t800-ultra-gamming-earbuds-t6-original-imah4crcxnkbfugt.jpeg?q=70,No,₹738,0,No,No,zdea i20 smart watch & s8 4g network android system t80...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/w/b/46-48-f184ppsp71254-android-ios-pa-maxima-yes-original-imah46knvrpmhspu.jpeg?q=70,No,"₹1,999",1.8,No,No,"pa maxima max pro fortune 1.83"" ultra hd display, bt ca...",No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/r/i/x/1-99-android-ios-i20-ultra-8-watch-bluetooth-call-reteck-yes-original-imahfkfp7ugstzug.jpeg?q=70,No,₹768,0,No,No,siacart i20 smart watch & s8 4g system t800 ultra & gam...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/n/8/49-trendy-latest-gen9-smartwatch-golden-pink-strap-hd-display-original-imahyjttag2jyyvz.jpeg?q=70,No,"₹1,236",0,No,No,"mynx trendy latest gen9 smartwatch, golden & pink strap...",No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/l/o/-original-imagq68fk4fsbyhh.jpeg?q=70,No,"₹4,099",2.5,No,No,fire-boltt blizzard 32.5mm (1.28) luxury watch with bt ...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/7/v/49-trendy-latest-gen9-smartwatch-golden-pink-strap-hd-display-1-original-imagwsbz73yuhpma.jpeg?q=70,No,₹926,0,No,No,"nikki trades trendy latest gen9 smartwatch, golden & pi...",No
No,No,Yes,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/y/t/43-nfw700221-android-ios-nervfit-yes-original-imahczcq7esvzzys.jpeg?q=70,No,"₹1,158",1.8,No,No,"nervfit pulse, 1.83"" truecolor+ hd display, fitness, hr...",No
Yes,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/l/6/49-2-t800ultra-smartwatch-android-ios-satyam-traders-no-original-imah4gvmgj662mj8.jpeg?q=70,No,₹483,0,No,No,wookt t800 ultra smart watch with bluetooth calling sma...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/d/l/44-gen-9-model-smartwatch-the-next-generation-of-women-android-original-imah4crcmjetbfgw.jpeg?q=70,No,"₹1,269",0,No,No,sgg new gen 9 model fitness health music smartwatch the...,No
Yes,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/screen-guard/screen-guard/g/6/m/esportic-new-launched-gen9-diamond-edition-round-rose-gold-watch-original-imagwbb3jq4zbaff.jpeg?q=70,No,"₹1,291",0,No,No,oxilag gen9 with dual straps calling notification water...,Yes
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/r/i/x/1-99-android-ios-i20-ultra-8-watch-bluetooth-call-reteck-yes-original-imahfkfp7ugstzug.jpeg?q=70,No,₹791,0,No,No,k k enterprises i20 ultra fashionable look smart watch ...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/0/m/39-i8-blk-dial-pink-strap-c1-69-android-ios-gamesir-yes-original-imahgqf43bfyhbbn.jpeg?q=70,No,₹679,1.7,No,No,gamesir i8 pink-a1 full screen touch watch specially ma...,No
Yes,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/q/0/5/39-w-active2-s-pink-android-ios-wtg-yes-original-imahaxxcerunv3ea.jpeg?q=70,No,"₹1,318",0,No,No,"wtg active 2 premium round smartwatch with bt calling, ...",No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/x/b/-original-imagzeqqq3zvsmvf.jpeg?q=70,No,"₹2,299",1.3,No,No,lifelong amber 1.39'' premium luxury for women amoled d...,No
Yes,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/k/w/39-i8-pink-new-theme-ab-7-android-ios-wtg-yes-original-imahgpr8qrhrdmk4.jpeg?q=70,No,₹691,1.5,No,No,"wtg i8 pink 1.54"" hd display bluetooth calling, notific...",No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/p/6/z/44-android-ios-gen-9-diamond-bluetooth-smart-watch-for-mens-and-original-imah27u9rf4gaqd3.jpeg?q=70,No,"₹1,291",0,No,No,dmtrand gen 9 smartwatch with two straps orignal qualit...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/d/l/44-gen-9-model-smartwatch-the-next-generation-of-women-android-original-imah4crcmjetbfgw.jpeg?q=70,No,₹986,0,No,No,zdea gen 9 model fitness health music smartwatch: the n...,No
Yes,No,Yes,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/r/e/45-21-series10-calling-fitness-heart-rate-tracking-kids-girls-original-imahdqmfg3gzfu69.jpeg?q=70,No,₹688,2.3,No,No,relelsetech series10 calling fitness heart rate trackin...,No
Yes,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/n/l/-original-imagt3ngyujbpm2g.jpeg?q=70,No,"₹1,499",1.9,No,No,"pa maxima max pro spire 1.96'' hd display bt calling, 6...",No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/a/8/44-gen-8-model-fitness-health-music-smartwatch-the-next-original-imah3a8hwgrfstez.jpeg?q=70,No,"₹1,330",0,No,No,yash enterprises gen 8 model fitness health music smart...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/4/f/39-i8-pink-a1-69-00a-android-ios-techio-yes-original-imahag9adyncryej.jpeg?q=70,No,₹679,1.7,No,No,gamesir i8 pink-a1 full screen touch watch specially ma...,No
No,No,No,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/7/c/39-h9-pink-69-android-ios-gamesir-yes-original-imah6g5bn2pzvvz6.jpeg?q=70,No,₹876,2.0,No,No,gamesir h9 pink-a1 full screen touch watch specially ma...,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/n/a/t/amoled-no-regular-14-yes-yes-xmsh15hm-android-ios-mi-yes-original-imahe6gpzqdkauhs.jpeg?q=70,No,"₹2,785",4.2,No,No,mi smart band 6 - india's no.1 fitness band,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/a/s/g/amoled-no-regular-14-yes-yes-xmsh2ihm-android-ios-mi-yes-original-imahggyhwngah4eg.jpeg?q=70,No,"₹2,831",4.2,No,No,trending,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/f/m/x/40-98-galaxy-fit3-android-samsung-yes-original-imahkyzyemyqrwzz.jpeg?q=70,No,"₹6,017",0,No,No,samsung galaxy fit3 smart band watch | amoled display | 13 days battery | 100+ exercises,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/jlmmdu80/smart-band-tag/z/y/p/goqiibpv3-goqii-original-imaf8ptt3fkdmpk5.jpeg?q=70,No,"₹3,099",3.7,No,No,goqii vital,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/o/1/9/led-no-free-size-72-yes-yes-t10-big-2-09-android-ios-flyhug-yes-original-imah8s6fju4hz9bs.jpeg?q=70,No,₹653,3.8,No,No,flyhug t10 ultra smart watch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/khdqnbk0/smartwatch/x/g/w/android-id116-smart-watch-tiseet-original-imafxetagwrcfz8a.jpeg?q=70,No,₹424,3.3,No,No,rvees id116 plus smart band,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kvmpq4w0/smart-band-tag/i/8/r/led-no-free-2-yes-yes-super-t500-monitor-smart-watch-women-original-imag8hhwe3cryhba.jpeg?q=70,No,"₹1,604",0,No,No,nkl newly 500+ smart watch waterproof,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/ktvucnk0/smart-band-tag/r/5/p/tft-lcd-no-free-5-yes-yes-id-116-plus-fitness-band-tracker-watch-original-imag74bvwtbfhkth.jpeg?q=70,No,₹456,3.3,No,No,cosvo id116 smart band fitness tracker watch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kfr5le80/smartwatch/d/h/f/t55-sports-full-touch-screen-with-calling-android-ios-mdpap-original-imafw4hx2wbwufuf.jpeg?q=70,No,"₹1,540",2.7,No,No,nkl call function monitor smartwatch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kc3p30w0/smart-band-tag/m/v/c/no-12832885n-no-ios-joyres-yes-original-imaftaxbj4dhvvze.jpeg?q=70,No,₹173,3.5,No,No,joyres joyres led watch band,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/kvmpq4w0/smart-band-tag/i/8/r/led-no-free-2-yes-yes-super-t500-monitor-smart-watch-women-original-imag8hhwe3cryhba.jpeg?q=70,No,"₹1,338",3.6,No,No,nkl super t500 monitor smart watch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/b/j/q/led-no-free-4-yes-yes-high-quality-premium-smart-watch-bluetooth-original-imag9ymrm8sku6vf.jpeg?q=70,No,"₹1,604",0,No,No,nkl smart watch monitor activity tracker,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/n/j/f/led-no-free-4-yes-yes-men-smart-watch-t55-full-display-smart-original-imag9yd8utmdzutg.jpeg?q=70,No,"₹1,642",0,No,No,nkl dual strap fully display smart watch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kyoqmq80/smart-band-tag/w/n/g/led-no-free-2-yes-yes-smartwatch-085-watch-series-7-bluetooth-original-imagavdespg24ryy.jpeg?q=70,No,"₹1,583",0,No,No,nkl smartwatch 085 watch series 7 bluetooth,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/d/p/c/led-no-free-4-yes-yes-bt-call-500-plus-series-6-high-quality-original-imag9ymfecaqk9hz.jpeg?q=70,No,"₹1,547",0,No,No,nkl smart 500 plus watch serie6 high quality,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/8/n/p/led-no-free-4-yes-yes-fitness-tracker-plus-series-6-smart-watch-original-imag9ygthgh6pu7h.jpeg?q=70,No,"₹1,488",2.8,No,No,nkl monitor activity tracker smart watch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kgpg5u80/smartwatch/8/3/h/t-series-android-ios-malaxmi-traders-original-imafwvynfp8uwygv.jpeg?q=70,No,"₹1,588",0,No,No,nkl monitor smart watch for men,Yes
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/kfh5ifk0/smartwatch/b/z/r/t55-blk-android-motile-original-imafvxzffjxz8ybh.jpeg?q=70,No,"₹1,350",0,No,No,nkl monitor bluetooth calling smartwatch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kyoqmq80/smart-band-tag/i/3/z/led-no-free-2-yes-yes-smartwatch-078-watch-series-7-bluetooth-original-imagavd347rfgjwy.jpeg?q=70,No,"₹1,960",0,No,No,nkl smartwatch i8 pro max watch series 7 bluetooth,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kw5ag7k0/smart-band-tag/z/l/w/tft-lcd-no-free-size-1-yes-yes-id116-android-ios-mkade-yes-original-imag8wf7yzyq2jgj.jpeg?q=70,No,₹449,3.3,No,No,mkade id 116 watch,Yes
Yes,No,Yes,https://rukminim2.flixcart.com/image/312/312/kg15ocw0/smartwatch/g/r/4/w26-series-6-thermometer-385x320-pixel-smartwatch-android-ios-original-imafwcz7dts7xp2r.jpeg?q=70,No,"₹1,710",3.2,No,No,nkl heart rate monitor calling smartwatch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/5/v/g/led-no-free-4-yes-yes-calling-55-series-6-bluetooth-smartwatch-original-imag9ynxtyxndpjk.jpeg?q=70,No,"₹1,814",0,No,No,nkl newly 55+ smart watch monitor activity,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwdv3bk0/smart-band-tag/n/d/g/led-no-free-4-yes-yes-newly-full-screen-fully-loading-50-original-imag92s6hjeshhaz.jpeg?q=70,No,"₹1,797",0,No,No,nkl newly smart watch metal stronger,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/ky4qgsw0/smart-band-tag/4/7/e/led-no-free-2-yes-yes-smartwatch-030-watch-series-7-bluetooth-original-imagafuq7ztnxdgd.jpeg?q=70,No,"₹1,795",0,No,No,nkl smartwatch 030 watch series 7 bluetooth,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/i/4/q/led-no-free-4-yes-yes-look-55-full-display-smart-watch-fully-original-imag9ychzgdgdhvv.jpeg?q=70,No,"₹1,795",0,No,No,nkl look 55 full display smart watch loading,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/ky4qgsw0/smart-band-tag/p/m/7/led-no-free-2-yes-yes-smartwatch-050-watch-series-7-bluetooth-original-imagafvugjezyqht.jpeg?q=70,No,"₹1,795",0,No,No,nkl smartwatch 050 watch series 7 bluetooth,Yes
Yes,No,Yes,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/e/z/h/-original-imahamwyajf6g3bh.jpeg?q=70,No,"₹1,499",1.8,Yes,No,add to compare,Yes
Yes,No,Yes,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/z/x/u/-original-imahamwyrynbz4gn.jpeg?q=70,No,"₹1,499",1.8,Yes,No,add to compare,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/l/8/c/led-no-free-4-yes-yes-smart-fulldisplay-55-smart-watch-fully-original-imag9ycgqtbutzte.jpeg?q=70,No,"₹1,795",0,No,No,nkl full heart rate 55 +smart watch,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwdv3bk0/smart-band-tag/9/6/5/led-no-free-4-yes-yes-waterproof-full-screen-500-smartwatch-original-imag92tagv3y4u6z.jpeg?q=70,No,"₹1,795",0,No,No,nkl 500+ smart watch app loading monitor,Yes
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/y/b/v/44-t55-pink-watch-a-android-ios-tunifi-yes-original-imah5f6jnvggw8un.jpeg?q=70,No,₹697,0,No,No,add to compare,No
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/b/l/b/39-active-2-pro-black-android-ios-gamesir-yes-original-imaheyayzpyzf828.jpeg?q=70,No,"₹1,318",3.7,No,No,add to compare,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/ky4qgsw0/smart-band-tag/j/6/j/led-no-free-2-yes-yes-smartwatch-025-watch-series-7-bluetooth-original-imagafuukxtp9whn.jpeg?q=70,No,"₹1,795",0,No,No,nkl smartwatch 025 watch series 7 bluetooth,Yes
Yes,No,Yes,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/t/o/l/-original-imahjhyfzyvs2mpp.jpeg?q=70,No,"₹3,999",3.7,Yes,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/jaij3bk0/smart-band-tag/r/e/h/sm-r365nzkainu-samsung-original-imafy2jfbcnygcgg.jpeg?q=70,No,"₹8,999",4.3,No,No,currently unavailable,Yes
No,Yes,Yes,https://rukminim2.flixcart.com/image/312/312/ku1k4280/smart-band-tag/f/g/x/tft-lcd-no-free-size-yes-yes-rmw2010-android-ios-realme-yes-original-imag78whgn6rumu9.jpeg?q=70,No,"₹2,999",1.4,Yes,Yes,currently unavailable,Yes
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/7/t/v/44-lumina-pro-black-02-android-ios-gamesir-yes-original-imahgj8ab5pxr6wh.jpeg?q=70,No,"₹1,328",3.5,No,No,add to compare,No
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/8/c/p/51-05-lumina-pro-curved-display-grey-silicon-android-ios-melbon-original-imahgng98ea8czp4.jpeg?q=70,No,"₹1,328",3.9,No,No,add to compare,No
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/j76i3rk0/smart-band-tag/h/z/y/slice-mio-original-imaexhfn2z7verhj.jpeg?q=70,No,"₹7,999",3.4,Yes,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/j76i3rk0/smart-band-tag/g/k/m/slice-mio-original-imaexhfhefzb38pg.jpeg?q=70,No,"₹7,999",3.4,Yes,No,currently unavailable,Yes
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/d/e/e/40-f8-ios-thriftoria-enterprises-yes-original-imahm9rczzh8sa7d.jpeg?q=70,No,"₹1,334",3.5,No,No,add to compare,No
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/y/n/a/51-05-lumina-pro-curved-display-grey-silicon-android-ios-gamesir-original-imahh7hpswuvdnws.jpeg?q=70,No,"₹1,328",3.3,No,No,add to compare,No
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/j76i3rk0/smart-band-tag/a/w/7/slice-mio-original-imaexhfnyszh3pkf.jpeg?q=70,No,"₹7,999",3.4,Yes,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/jaij3bk0/smart-band-tag/4/z/f/sm-r365nzrainu-samsung-original-imafy2jynvgahuzx.jpeg?q=70,No,"₹8,999",4.3,No,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/kjiwfbk0/smart-band-tag/h/y/r/no-regular-yes-w101in-android-ios-oneplus-yes-original-imafz2kfjchkh3hj.jpeg?q=70,No,"₹2,799",4.2,Yes,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/jcjejrk0/smart-band-tag/m/y/p/eris-b-19-red-huawei-original-imaffndtzb9dhqtt.jpeg?q=70,No,"₹4,599",4.2,No,No,currently unavailable,Yes
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/c/a/v/35-2-black-29-android-ios-gamesir-yes-original-imahbhfxjeynn6hd.jpeg?q=70,No,"₹1,349",3.7,No,No,add to compare,No
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/y/6/h/34-active-2-round-watch-grey-android-ios-punnkfunnk-yes-original-imahdcq7nd2kmeaz.jpeg?q=70,No,"₹1,349",4.1,No,No,add to compare,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/k5h2jrk0/smart-band-tag/g/f/s/m4-bluetooth-fitness-smart-band-waterproof-and-blood-pressure-original-imafnxp4k38etkce.jpeg?q=70,No,₹388,3.7,No,No,currently unavailable,Yes
No,Yes,Yes,https://rukminim2.flixcart.com/image/312/312/smart-band-tag/e/h/w/charge-hr-2-small-fitbit-original-imaezehznqjpugze.jpeg?q=70,No,"₹14,999",4.4,No,Yes,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/jcrz6vk0/smart-band-tag/w/6/f/empowernav-boltt-original-imafftxsvzndsxx7.jpeg?q=70,No,"₹2,999",2.7,No,No,currently unavailable,Yes
No,Yes,Yes,https://rukminim2.flixcart.com/image/312/312/jgv5jm80/smart-band-tag/h/v/c/fitme-ivoomi-original-imaf4mzhfpmcgpnd.jpeg?q=70,No,"₹2,936",3.6,Yes,Yes,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/d/e/k/oled-no-19-4-11-9-mm-8-yes-yes-id115-fitness-band-oled-smart-original-imahyf66jfhzc98a.jpeg?q=70,No,₹358,0,No,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/jbxyxzk0/smart-band-tag/s/4/e/bsb00i0040-boltt-original-imaff6s9dnz9tsk4.jpeg?q=70,No,"₹1,299",3.1,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/k65d18w0pkrrdj/smart-band-tag/a/z/z/m4-smart-band-fitness-fellkon-original-imafkf6yyvfuzysh.jpeg?q=70,No,₹299,3.3,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/k5e7o280/smart-band-tag/w/x/f/bd4m-papnaiz-original-imafjfzaasdwbagh.jpeg?q=70,No,₹551,0,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/j9yixe80/smart-band-tag/c/t/a/eris-b19-huawei-original-imaezk6gbygajmbh.jpeg?q=70,No,"₹1,699",4.2,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/f/1/t/amoled-no-free-size-14-yes-yes-m2101b1-android-ios-mi-yes-original-imahctzfyejtwy4f.jpeg?q=70,No,"₹3,668",3.7,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/jgb5dow0/smart-band-tag/w/y/q/hx03f-lenovo-original-imaf4kyysm5kpqub.jpeg?q=70,No,"₹2,199",3.6,No,No,currently unavailable,Yes
No,Yes,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/n/e/m/led-no-regular-24-yes-yes-m10-smart-watch-fitness-band-heart-original-imahfhryjaknsg5u.jpeg?q=70,No,₹779,2.5,Yes,Yes,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/k7285u80/smart-band-tag/m/c/g/a144-akshar-sales-original-imafpdddajsnrg5g.jpeg?q=70,No,₹551,0,No,No,currently unavailable,Yes
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smartwatch/i/l/f/49-h9-lumina-green-strap-watch-ios-thriftoria-enterprises-yes-original-imahm9rbtkvm38kc.jpeg?q=70,No,₹888,3.8,No,No,add to compare,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/k391w280/smart-band-tag/h/h/n/m4-fitness-band-cityzon-india-original-imafmfajhgzzq6c2.jpeg?q=70,No,₹551,3.3,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/k/p/b/oled-no-free-size-10-yes-yes-c309-m10band-141212inchtablet-original-imah3sctduqgxkjq.jpeg?q=70,No,"₹1,349",1.7,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/p/8/z/oled-no-free-size-2-yes-yes-mb145-android-ios-rhobos-yes-original-imaghga5ymbbbfm7.jpeg?q=70,No,₹840,2.3,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/k1wgx3k0/smart-band-tag/e/g/g/4-ip67-lychee-original-imafhdmah7kuty8u.jpeg?q=70,No,₹368,3.6,No,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/j3j1le80/smart-band-tag/e/5/a/xmsh04hm-mi-original-imaeun87e5gdsvx6.jpeg?q=70,No,"₹1,899",4.3,No,No,currently unavailable,Yes
No,Yes,Yes,https://rukminim2.flixcart.com/image/312/312/jerf7gw0/smart-band-tag/x/k/g/fb407stel-fitbit-original-imaf3dzyp952gsf7.jpeg?q=70,No,"₹14,999",4.4,No,Yes,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/k5vcya80/smart-band-tag/e/7/j/mfb-101-easy-big-deals-original-imafzfnbugjunhzf.jpeg?q=70,No,₹353,3.5,No,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/ktlu9ow0/smart-band-tag/t/l/k/tft-lcd-no-free-size-yes-yes-pulsefit-f21-android-ios-ptron-yes-original-imag6w78gguqzqgg.jpeg?q=70,No,₹899,2.7,Yes,No,currently unavailable,Yes
No,Yes,No,https://rukminim2.flixcart.com/image/312/312/l5fnhjk0/smartwatch/k/8/j/12-ddsy68-android-ios-dds-no-original-imagg4ekgd94shrd.jpeg?q=70,No,₹599,0,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/l/e/a/tft-lcd-no-12-11-6-cm-1-yes-yes-f-id-116-smart-band-packof-1-original-imagtcpzawferyuf.jpeg?q=70,No,₹342,3.1,No,No,currently unavailable,Yes
